,AUDCHF=X,AUDEUR=X,AUDGBP=X,AUDJPY=X,AUDUSD=X,CHFAUD=X,CHFEUR=X,CHFGBP=X,CHFJPY=X,CHFUSD=X,EURAUD=X,EURCHF=X,EURGBP=X,EURJPY=X,EURUSD=X,GBPAUD=X,GBPCHF=X,GBPEUR=X,GBPJPY=X,GBPUSD=X,JPYAUD=X,JPYCHF=X,JPYEUR=X,JPYGBP=X,JPYUSD=X,USDAUD=X,USDCHF=X,USDEUR=X,USDGBP=X,USDJPY=X
EURAUD=X,-2.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,0.0,0.0,4.402141988827816,1.0,1.0,1.0,1.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0
EURCHF=X,1.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,5.075240946088034,1.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0
EURGBP=X,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.0,5.140274071429015,1.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0
EURJPY=X,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.08800362427088881,1.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,1.0
EURUSD=X,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.876022893136377,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0
GBPAUD=X,-2.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,4.261970285827853,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0
GBPCHF=X,1.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,1.0,-2.0,0.0,0.0,1.0,4.935139613430813,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0
GBPEUR=X,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,4.859907664060172,1.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0
GBPJPY=X,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,1.0,1.0,-0.2281523693554668,1.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,-2.0,1.0
GBPUSD=X,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.736216721751825,0.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0
JPYAUD=X,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,9.490859805656708,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0
JPYCHF=X,1.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,1.0,10.16413622574099,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0
JPYEUR=X,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,10.088348265959688,1.0,1.0,0.0,0.0,1.0,0.0,-2.0
JPYGBP=X,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,1.0,1.0,10.229164541405428,1.0,0.0,0.0,0.0,1.0,-2.0
JPYUSD=X,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,9.964542451063254,-2.0,-2.0,-2.0,-2.0,0.0
USDAUD=X,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,4.5261288718151835,1.0,1.0,1.0,1.0
USDCHF=X,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,1.0,5.19873149207128,1.0,1.0,1.0
USDEUR=X,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,5.123977153802561,1.0,1.0
USDGBP=X,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,5.263783247365516,1.0
USDJPY=X,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,1.0,1.0,0.035457537636563785
