,AUDCHF=X,AUDEUR=X,AUDGBP=X,AUDJPY=X,AUDUSD=X,CHFAUD=X,CHFEUR=X,CHFGBP=X,CHFJPY=X,CHFUSD=X,EURAUD=X,EURCHF=X,EURGBP=X,EURJPY=X,EURUSD=X,GBPAUD=X,GBPCHF=X,GBPEUR=X,GBPJPY=X,GBPUSD=X,JPYAUD=X,JPYCHF=X,JPYEUR=X,JPYGBP=X,JPYUSD=X,USDAUD=X,USDCHF=X,USDEUR=X,USDGBP=X,USDJPY=X
EURAUD=X,-2.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,0.0,0.0,4.401465730957866,1.0,1.0,1.0,1.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0
EURCHF=X,1.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,5.075736981909457,1.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0
EURGBP=X,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.0,5.141886187907079,1.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0
EURJPY=X,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.08812704953391837,1.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,1.0
EURUSD=X,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.8794130698172795,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0
GBPAUD=X,-2.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,4.259635342209337,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0
GBPCHF=X,1.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,1.0,-2.0,0.0,0.0,1.0,4.933912645236171,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0
GBPEUR=X,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,4.858248744915389,1.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0
GBPJPY=X,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,1.0,1.0,-0.2299635523386847,1.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,-2.0,1.0
GBPUSD=X,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.737660714775621,0.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0
JPYAUD=X,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,9.490503074152347,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0
JPYCHF=X,1.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,1.0,10.16413622574099,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0
JPYEUR=X,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,10.088315804121036,1.0,1.0,0.0,0.0,1.0,0.0,-2.0
JPYGBP=X,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,1.0,1.0,10.231219628750832,1.0,0.0,0.0,0.0,1.0,-2.0
JPYUSD=X,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,9.967602579854592,-2.0,-2.0,-2.0,-2.0,0.0
USDAUD=X,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,4.522400280645616,1.0,1.0,1.0,1.0
USDCHF=X,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,1.0,5.196294713368125,1.0,1.0,1.0
USDEUR=X,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,5.1205869806338145,1.0,1.0
USDGBP=X,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,5.2623392963935,1.0
USDJPY=X,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,1.0,1.0,0.03239742814431157
