,AUDCHF=X,AUDEUR=X,AUDGBP=X,AUDJPY=X,AUDUSD=X,CHFAUD=X,CHFEUR=X,CHFGBP=X,CHFJPY=X,CHFUSD=X,EURAUD=X,EURCHF=X,EURGBP=X,EURJPY=X,EURUSD=X,GBPAUD=X,GBPCHF=X,GBPEUR=X,GBPJPY=X,GBPUSD=X,JPYAUD=X,JPYCHF=X,JPYEUR=X,JPYGBP=X,JPYUSD=X,USDAUD=X,USDCHF=X,USDEUR=X,USDGBP=X,USDJPY=X
EURAUD=X,-2.0,0.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,0.0,0.0,4.405557785711872,1.0,1.0,1.0,1.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0
EURCHF=X,1.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,5.075057622311804,1.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0
EURGBP=X,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.0,5.140768933252005,1.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0
EURJPY=X,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.0898284071924671,1.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,1.0
EURUSD=X,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.875343351293008,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0
GBPAUD=X,-2.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,4.264933862106302,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0
GBPCHF=X,1.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,1.0,-2.0,0.0,0.0,1.0,4.93445576894745,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0
GBPEUR=X,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,4.859560059222344,1.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0
GBPJPY=X,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,1.0,1.0,-0.2304881178905136,1.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,-2.0,1.0
GBPUSD=X,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.734979194497531,0.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0
JPYAUD=X,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,9.49577779156418,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0
JPYCHF=X,1.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,1.0,10.165886551857316,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0
JPYEUR=X,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,10.089922116689436,1.0,1.0,0.0,0.0,1.0,0.0,-2.0
JPYGBP=X,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,1.0,1.0,10.23140662487381,1.0,0.0,0.0,0.0,1.0,-2.0
JPYUSD=X,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,9.965456562556938,-2.0,-2.0,-2.0,-2.0,0.0
USDAUD=X,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,4.530327663537837,1.0,1.0,1.0,1.0
USDCHF=X,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,1.0,5.199488097108283,1.0,1.0,1.0
USDEUR=X,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,5.124656623828603,1.0,1.0
USDGBP=X,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,5.265020816560219,1.0
USDJPY=X,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,1.0,1.0,0.03454344867332537
