,AUDCAD=X,AUDCHF=X,AUDEUR=X,AUDGBP=X,AUDJPY=X,AUDUSD=X,CADAUD=X,CADCHF=X,CADEUR=X,CADGBP=X,CADJPY=X,CADUSD=X,CHFAUD=X,CHFCAD=X,CHFEUR=X,CHFGBP=X,CHFJPY=X,CHFUSD=X,EURAUD=X,EURCAD=X,EURCHF=X,EURGBP=X,EURJPY=X,EURUSD=X,GBPAUD=X,GBPCAD=X,GBPCHF=X,GBPEUR=X,GBPJPY=X,GBPUSD=X,JPYAUD=X,JPYCAD=X,JPYCHF=X,JPYEUR=X,JPYGBP=X,JPYUSD=X,USDAUD=X,USDCAD=X,USDCHF=X,USDEUR=X,USDGBP=X,USDJPY=X
CADJPY=X,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.36890869341311383,1.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0
CADUSD=X,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3293901281364,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0
CHFAUD=X,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,0.0,0.0,0.0,0.0,4.319330312078282,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0
CHFCAD=X,1.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,4.467197674889523,1.0,1.0,1.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0
CHFEUR=X,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,1.0,1.0,4.924892574400708,1.0,1.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0
CHFGBP=X,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.063365871659184,1.0,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0
CHFJPY=X,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.1646087818866464,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0
CHFUSD=X,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.795923546760492,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0
EURAUD=X,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,4.395083127917627,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0
EURCAD=X,1.0,0.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,4.542492889863209,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0
EURCHF=X,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,5.0759095626164425,1.0,1.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0
EURGBP=X,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.138698990772402,1.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0
EURJPY=X,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.08879936022248014,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,0.0,1.0
EURUSD=X,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.871257112949285,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0
GBPAUD=X,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,4.256478245907029,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0
GBPCAD=X,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,4.40384842881201,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0
GBPCHF=X,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,1.0,-2.0,0.0,0.0,1.0,1.0,4.937335139289273,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0
GBPEUR=X,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,1.0,4.862065826704993,1.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0
GBPJPY=X,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.22740121097052235,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,1.0
GBPUSD=X,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.733178855096519,0.0,0.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0
JPYAUD=X,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,9.484812692040627,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0
JPYCAD=X,1.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,9.632335799625391,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0
JPYCHF=X,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,1.0,1.0,10.164836021191391,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0
JPYEUR=X,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,1.0,10.089759713619637,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0
JPYGBP=X,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,1.0,1.0,1.0,10.228977877141322,1.0,0.0,0.0,0.0,0.0,1.0,-2.0
JPYUSD=X,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.9606324543798,-2.0,-2.0,-2.0,-2.0,-2.0,0.0
USDAUD=X,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,4.523393222936585,1.0,1.0,1.0,1.0,1.0
USDCAD=X,1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,4.670609904463614,1.0,1.0,1.0,1.0
USDCHF=X,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,1.0,1.0,5.204076483216923,1.0,1.0,1.0
USDEUR=X,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,1.0,5.128742896719098,1.0,1.0
USDGBP=X,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,1.0,5.266821165047425,1.0
USDJPY=X,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03936756492930282
