,AUDCAD=X,AUDCHF=X,AUDEUR=X,AUDGBP=X,AUDJPY=X,AUDUSD=X,CADAUD=X,CADCHF=X,CADEUR=X,CADGBP=X,CADJPY=X,CADUSD=X,CHFAUD=X,CHFCAD=X,CHFEUR=X,CHFGBP=X,CHFJPY=X,CHFUSD=X,EURAUD=X,EURCAD=X,EURCHF=X,EURGBP=X,EURJPY=X,EURUSD=X,GBPAUD=X,GBPCAD=X,GBPCHF=X,GBPEUR=X,GBPJPY=X,GBPUSD=X,JPYAUD=X,JPYCAD=X,JPYCHF=X,JPYEUR=X,JPYGBP=X,JPYUSD=X,USDAUD=X,USDCAD=X,USDCHF=X,USDEUR=X,USDGBP=X,USDJPY=X
CHFJPY=X,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.16517443083043037,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0
CHFUSD=X,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.802670388180249,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0
EURAUD=X,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,4.4076183500464925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0
EURCAD=X,1.0,0.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,4.548249485983072,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0
EURCHF=X,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,1.0,1.0,5.079205558284204,1.0,1.0,1.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0
EURGBP=X,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.143801067348434,1.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0
EURJPY=X,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.08612607844179898,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,0.0,1.0
EURUSD=X,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.8815542743574225,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0
GBPAUD=X,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,4.263975329340909,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0
GBPCAD=X,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,4.404575920482425,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0
GBPCHF=X,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,1.0,-2.0,0.0,0.0,1.0,1.0,4.935449021569263,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0
GBPEUR=X,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,1.0,4.8566878047307105,1.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0
GBPJPY=X,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.2298297330510568,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,1.0
GBPUSD=X,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.738102631409527,0.0,0.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0
JPYAUD=X,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,9.494255158721494,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0
JPYCAD=X,1.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,9.635011041791827,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0
JPYCHF=X,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,1.0,1.0,10.166237082948962,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0
JPYEUR=X,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,1.0,10.086501806202236,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0
JPYGBP=X,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,1.0,1.0,1.0,10.231032580516843,1.0,0.0,0.0,0.0,0.0,1.0,-2.0
JPYUSD=X,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.967950423704716,-2.0,-2.0,-2.0,-2.0,-2.0,0.0
USDAUD=X,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,4.525942082023545,1.0,1.0,1.0,1.0,1.0
USDCAD=X,1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,4.666388975848534,1.0,1.0,1.0,1.0
USDCHF=X,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,1.0,1.0,5.197329627945434,1.0,1.0,1.0
USDEUR=X,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,1.0,5.11844575338137,1.0,1.0
USDGBP=X,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,1.0,5.261897347256626,1.0
USDJPY=X,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.032049582923006525
