,AUDCAD=X,AUDCHF=X,AUDEUR=X,AUDGBP=X,AUDJPY=X,AUDUSD=X,CADAUD=X,CADCHF=X,CADEUR=X,CADGBP=X,CADJPY=X,CADUSD=X,CHFAUD=X,CHFCAD=X,CHFEUR=X,CHFGBP=X,CHFJPY=X,CHFUSD=X,EURAUD=X,EURCAD=X,EURCHF=X,EURGBP=X,EURJPY=X,EURUSD=X,GBPAUD=X,GBPCAD=X,GBPCHF=X,GBPEUR=X,GBPJPY=X,GBPUSD=X,JPYAUD=X,JPYCAD=X,JPYCHF=X,JPYEUR=X,JPYGBP=X,JPYUSD=X,USDAUD=X,USDCAD=X,USDCHF=X,USDEUR=X,USDGBP=X,USDJPY=X
EURGBP=X,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.1366218445256955,1.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0
EURJPY=X,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.09238730855181032,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,0.0,1.0
EURUSD=X,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.864523856634774,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0
GBPAUD=X,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,4.253387924475894,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0
GBPCAD=X,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,1.0,4.399269705747201,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0
GBPCHF=X,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,1.0,-2.0,0.0,0.0,1.0,1.0,4.937090966232842,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0
GBPEUR=X,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,1.0,4.863984215394108,1.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0
GBPJPY=X,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.2290154840914349,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,1.0
GBPUSD=X,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.728361876411299,0.0,0.0,0.0,0.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0
JPYAUD=X,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,9.482598598872727,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0
JPYCAD=X,1.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,9.628643555219885,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-2.0
JPYCHF=X,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,1.0,1.0,10.165886551857316,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0
JPYEUR=X,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,1.0,10.092474656628507,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0
JPYGBP=X,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,1.0,1.0,1.0,10.229724569433628,1.0,0.0,0.0,0.0,0.0,1.0,-2.0
JPYUSD=X,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.957452531896067,-2.0,-2.0,-2.0,-2.0,-2.0,0.0
USDAUD=X,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-2.0,4.5252576327802005,1.0,1.0,1.0,1.0,1.0
USDCAD=X,1.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,4.670847301576923,1.0,1.0,1.0,1.0
USDCHF=X,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,1.0,1.0,5.2086614188095695,1.0,1.0,1.0
USDEUR=X,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0,1.0,5.135476121325462,1.0,1.0
USDGBP=X,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,1.0,5.271638105241408,1.0
USDJPY=X,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.042547483837240385
